Disease,Symptoms
Goitre,"fast heartbeat, irritability, muscle weakness, unintended weight loss"
Goitre,"enlarged thyroid, irritability, muscle weakness, poor tolerance heat"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness"
Goitre,"fast heartbeat, irritability, muscle weakness, poor tolerance heat"
Goitre,"enlarged thyroid, irritability, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, unintended weight loss"
Goitre,"fast heartbeat, irritability, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, poor tolerance heat"
Goitre,"enlarged thyroid, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, unintended weight loss"
Goitre,"fast heartbeat, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, poor tolerance heat"
Goitre,"enlarged thyroid, fast heartbeat, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, irritability, muscle weakness, sleeping problem, unintended weight loss"
Goitre,"irritability, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"fast heartbeat, irritability, muscle weakness, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, irritability, muscle weakness, poor tolerance heat, sleeping problem"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, sleeping problem"
Goitre,"fast heartbeat, irritability, muscle weakness, poor tolerance heat, sleeping problem"
Goitre,"enlarged thyroid, irritability, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, sleeping problem, unintended weight loss"
Goitre,"fast heartbeat, irritability, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, poor tolerance heat, sleeping problem"
Goitre,"enlarged thyroid, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, sleeping problem, unintended weight loss"
Goitre,"fast heartbeat, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, poor tolerance heat, sleeping problem"
Goitre,"enlarged thyroid, fast heartbeat, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, irritability, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, unintended weight loss"
Goitre,"fast heartbeat, irritability, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, poor tolerance heat"
Goitre,"enlarged thyroid, fast heartbeat, irritability, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, irritability, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, sleeping problem, unintended weight loss"
Goitre,"fast heartbeat, irritability, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, poor tolerance heat, sleeping problem"
Goitre,"enlarged thyroid, fast heartbeat, irritability, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, poor tolerance heat, unintended weight loss"
Goitre,"enlarged thyroid, fast heartbeat, irritability, muscle weakness, poor tolerance heat, sleeping problem, unintended weight loss"
Gonorrhea,discharge penis
Gonorrhea,burning urination
Gonorrhea,testicular pain
Gonorrhea,vaginal discharge
Gonorrhea,"burning urination, discharge penis"
Gonorrhea,"discharge penis, testicular pain"
Gonorrhea,"discharge penis, vaginal discharge"
Gonorrhea,"burning urination, testicular pain"
Gonorrhea,"burning urination, vaginal discharge"
Gonorrhea,"testicular pain, vaginal discharge"
Gonorrhea,"burning urination, discharge penis, testicular pain"
Gonorrhea,"burning urination, discharge penis, vaginal discharge"
Gonorrhea,"discharge penis, testicular pain, vaginal discharge"
Gonorrhea,"burning urination, testicular pain, vaginal discharge"
Gonorrhea,"burning urination, discharge penis, testicular pain, vaginal discharge"
Guillain-Barré syndrome,muscle weakness beginning foot hand
Haemophilia,easy prolonged bleeding
"Hand, Foot and Mouth Disease",fever
"Hand, Foot and Mouth Disease",flat discolored spot bump may blister
"Hand, Foot and Mouth Disease","fever, flat discolored spot bump may blister"
Heat-Related Illnesses and Heat waves,nausea
Heat-Related Illnesses and Heat waves,red
Heat-Related Illnesses and Heat waves,headache
Heat-Related Illnesses and Heat waves,confusion
Heat-Related Illnesses and Heat waves,dizziness
Heat-Related Illnesses and Heat waves,high body temperature
Heat-Related Illnesses and Heat waves,dry damp skin
Heat-Related Illnesses and Heat waves,"nausea, red"
Heat-Related Illnesses and Heat waves,"headache, nausea"
Heat-Related Illnesses and Heat waves,"confusion, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, nausea"
Heat-Related Illnesses and Heat waves,"high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dry damp skin, nausea"
Heat-Related Illnesses and Heat waves,"headache, red"
Heat-Related Illnesses and Heat waves,"confusion, red"
Heat-Related Illnesses and Heat waves,"dizziness, red"
Heat-Related Illnesses and Heat waves,"high body temperature, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, red"
Heat-Related Illnesses and Heat waves,"confusion, headache"
Heat-Related Illnesses and Heat waves,"dizziness, headache"
Heat-Related Illnesses and Heat waves,"headache, high body temperature"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache"
Heat-Related Illnesses and Heat waves,"confusion, dizziness"
Heat-Related Illnesses and Heat waves,"confusion, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin"
Heat-Related Illnesses and Heat waves,"dizziness, high body temperature"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin"
Heat-Related Illnesses and Heat waves,"dry damp skin, high body temperature"
Heat-Related Illnesses and Heat waves,"headache, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, nausea, red"
Heat-Related Illnesses and Heat waves,"high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, headache, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, headache, nausea"
Heat-Related Illnesses and Heat waves,"headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, nausea"
Heat-Related Illnesses and Heat waves,"confusion, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, nausea"
Heat-Related Illnesses and Heat waves,"dry damp skin, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, headache, red"
Heat-Related Illnesses and Heat waves,"dizziness, headache, red"
Heat-Related Illnesses and Heat waves,"headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, red"
Heat-Related Illnesses and Heat waves,"confusion, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, red"
Heat-Related Illnesses and Heat waves,"dizziness, high body temperature, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache"
Heat-Related Illnesses and Heat waves,"confusion, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache"
Heat-Related Illnesses and Heat waves,"dizziness, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, high body temperature"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, nausea, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, nausea"
Heat-Related Illnesses and Heat waves,"confusion, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, nausea"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, red"
Heat-Related Illnesses and Heat waves,"confusion, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, red"
Heat-Related Illnesses and Heat waves,"dizziness, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, high body temperature, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"dry damp skin, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, high body temperature"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dry damp skin, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"dizziness, dry damp skin, headache, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, high body temperature, nausea, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, high body temperature, nausea"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, high body temperature, red"
Heat-Related Illnesses and Heat waves,"confusion, dizziness, dry damp skin, headache, high body temperature, nausea, red"
Hepatitis,yellowish skin
Hepatitis,testicular pain
Hepatitis,poor appetite
Hepatitis,"testicular pain, yellowish skin"
Hepatitis,"poor appetite, yellowish skin"
Hepatitis,"poor appetite, testicular pain"
Hepatitis,"poor appetite, testicular pain, yellowish skin"
Hepatitis A,vomiting
Hepatitis A,nausea
Hepatitis A,fever
Hepatitis A,dark urine
Hepatitis A,diarrhea
Hepatitis A,testicular pain
Hepatitis A,jaundice
Hepatitis A,"nausea, vomiting"
Hepatitis A,"fever, vomiting"
Hepatitis A,"dark urine, vomiting"
Hepatitis A,"diarrhea, vomiting"
Hepatitis A,"testicular pain, vomiting"
Hepatitis A,"jaundice, vomiting"
Hepatitis A,"fever, nausea"
Hepatitis A,"dark urine, nausea"
Hepatitis A,"diarrhea, nausea"
Hepatitis A,"nausea, testicular pain"
Hepatitis A,"jaundice, nausea"
Hepatitis A,"dark urine, fever"
